track_id,search_type,team_id,source_row,delta_seconds,distance_m,speed_mps,grade,quality_flag
hasty_T01_S01,hasty,1,187,29.0,1.533547186768494,0.05288093747477565,0.0,CANDIDATE
hasty_T01_S01,hasty,1,188,25.0,7.912140253017816,0.31648561012071263,0.0,CANDIDATE
hasty_T01_S01,hasty,1,189,23.0,8.742294159190827,0.3800997460517751,0.0,CANDIDATE
hasty_T01_S01,hasty,1,190,28.0,3.86338257938974,0.1379779492639193,0.0,CANDIDATE
hasty_T01_S01,hasty,1,191,24.0,12.829416471816588,0.5345590196590245,0.0,CANDIDATE
hasty_T01_S01,hasty,1,192,20.0,4.723671328607642,0.2361835664303821,0.0,CANDIDATE
hasty_T01_S01,hasty,1,193,23.0,7.735833878404227,0.33634060340887945,0.0,CANDIDATE
hasty_T01_S01,hasty,1,194,19.0,3.3815151407868536,0.17797448109404493,0.0,CANDIDATE
hasty_T01_S01,hasty,1,195,28.0,2.8543882771609232,0.10194243847003297,0.0,CANDIDATE
hasty_T01_S01,hasty,1,196,25.0,0.8619976929859521,0.03447990771943808,0.0,CANDIDATE
hasty_T01_S01,hasty,1,197,28.0,2.9579894491937564,0.10564248032834844,0.0,CANDIDATE
hasty_T01_S01,hasty,1,198,25.0,1.6935498382957628,0.06774199353183051,0.0,CANDIDATE
hasty_T01_S01,hasty,1,199,24.0,12.60670524234007,0.5252793850975029,0.0,CANDIDATE
hasty_T01_S01,hasty,1,200,26.0,4.757305031447173,0.1829732704402759,0.0,CANDIDATE
hasty_T01_S01,hasty,1,201,29.0,7.432947300453632,0.2563085276018494,0.0,CANDIDATE
hasty_T01_S01,hasty,1,202,30.0,9.430478834500919,0.31434929448336396,0.0,CANDIDATE
hasty_T01_S01,hasty,1,203,22.0,12.19812307214045,0.5544601396427478,0.0,CANDIDATE
hasty_T01_S01,hasty,1,204,24.0,11.384709905042468,0.47436291271010284,0.0,CANDIDATE
hasty_T01_S01,hasty,1,205,25.0,12.442964609994625,0.497718584399785,-0.08036669968479739,CANDIDATE
hasty_T01_S01,hasty,1,206,4.0,0.5714517131686186,0.14286292829215466,-3.499858262582299,CANDIDATE
hasty_T01_S01,hasty,1,207,25.0,2.351996410207059,0.09407985640828237,-0.4251707169535877,CANDIDATE
hasty_T01_S01,hasty,1,208,25.0,3.1688759287937915,0.12675503715175165,0.0,CANDIDATE
