search_type,team_id,searcher_id,track_id,time_s,time_sec,latitude,longitude,elevation_m
hasty,1,1,hasty_T01_S01,00:00:00,0,36.8636644632,-80.5881340988,544
hasty,1,1,hasty_T01_S01,00:00:35,35,36.8636601884,-80.5881454982,544
hasty,1,1,hasty_T01_S01,00:01:45,105,36.8636639602,-80.5881411396,544
hasty,1,1,hasty_T01_S01,00:02:23,143,36.8636642955,-80.5881290697,544
hasty,1,1,hasty_T01_S01,00:03:57,237,36.863665469,-80.5881336797,544
hasty,1,1,hasty_T01_S01,00:04:41,281,36.8636737671,-80.588126136,544
hasty,1,1,hasty_T01_S01,00:06:42,402,36.863683071,-80.5881232861,544
hasty,1,1,hasty_T01_S01,00:07:24,444,36.8636996672,-80.5881501921,544
hasty,1,1,hasty_T01_S01,00:07:56,476,36.863673348,-80.588133093,544
hasty,1,1,hasty_T01_S01,00:08:10,490,36.8636709172,-80.5881313328,544
hasty,1,1,hasty_T01_S01,00:08:33,513,36.8636629544,-80.5881227832,544
hasty,1,1,hasty_T01_S01,00:08:53,533,36.8636650499,-80.5881389603,544
hasty,1,1,hasty_T01_S01,00:08:59,539,36.8636206258,-80.5881167483,544
hasty,1,1,hasty_T01_S01,00:09:15,555,36.8635409977,-80.588003844,544
hasty,1,1,hasty_T01_S01,00:09:35,575,36.8635379802,-80.5879911873,544
hasty,1,1,hasty_T01_S01,00:09:56,596,36.8635736872,-80.5879775248,544
hasty,1,1,hasty_T01_S01,00:10:04,604,36.8635689933,-80.5879349448,544
hasty,1,1,hasty_T01_S01,00:10:07,607,36.8635516427,-80.587912146,544
hasty,1,1,hasty_T01_S01,00:10:10,610,36.8635229766,-80.587895466,544
hasty,1,1,hasty_T01_S01,00:10:26,626,36.8634493835,-80.5879007466,544
hasty,1,1,hasty_T01_S01,00:10:29,629,36.8634746131,-80.5878865812,544
hasty,1,1,hasty_T01_S01,00:10:35,635,36.8635377288,-80.5879228748,543
hasty,1,1,hasty_T01_S01,00:10:52,652,36.8635298498,-80.5880889203,543
hasty,1,1,hasty_T01_S01,00:11:04,664,36.8635357171,-80.5881262198,542
hasty,1,1,hasty_T01_S01,00:11:19,679,36.8635550793,-80.5882735737,543
hasty,1,1,hasty_T01_S01,00:11:40,700,36.8635335378,-80.5884875637,544
hasty,1,1,hasty_T01_S01,00:11:42,702,36.8635233957,-80.5885132961,544
hasty,1,1,hasty_T01_S01,00:11:51,711,36.8634998426,-80.5885696225,544
hasty,1,1,hasty_T01_S01,00:11:53,713,36.8634987529,-80.5885930918,544
hasty,1,1,hasty_T01_S01,00:12:10,730,36.8634920474,-80.5887877196,544
hasty,1,1,hasty_T01_S01,00:12:23,743,36.8634218909,-80.5887534376,544
hasty,1,1,hasty_T01_S01,00:12:27,747,36.8634517305,-80.5888008792,544
hasty,1,1,hasty_T01_S01,00:12:42,762,36.8634863477,-80.5888870452,544
hasty,1,1,hasty_T01_S01,00:12:59,779,36.8634098209,-80.5888833571,543
hasty,1,1,hasty_T01_S01,00:13:11,791,36.8633796461,-80.5888841115,543
hasty,1,1,hasty_T01_S01,00:13:29,809,36.8631890416,-80.5888627376,542
hasty,1,1,hasty_T01_S01,00:13:44,824,36.8630613852,-80.5888319761,539
hasty,1,1,hasty_T01_S01,00:14:01,841,36.863062894,-80.5888358317,537
hasty,1,1,hasty_T01_S01,00:14:43,883,36.8630415201,-80.5888442136,537
hasty,1,1,hasty_T01_S01,00:15:11,911,36.8630624749,-80.5888381787,538
hasty,1,1,hasty_T01_S01,00:15:31,931,36.8630784843,-80.5888415314,538
hasty,1,1,hasty_T01_S01,00:15:52,952,36.8630752992,-80.5888494104,538
hasty,1,1,hasty_T01_S01,00:16:18,978,36.8630741257,-80.5888567865,538
hasty,1,1,hasty_T01_S01,00:16:37,997,36.8630778138,-80.5888509192,539
hasty,1,1,hasty_T01_S01,00:16:53,1013,36.8630899675,-80.5888536014,539
hasty,1,1,hasty_T01_S01,00:16:59,1019,36.8630970083,-80.5888619833,539
hasty,1,1,hasty_T01_S01,00:17:02,1022,36.8631265964,-80.5888857879,539
hasty,1,1,hasty_T01_S01,00:17:15,1035,36.8632540014,-80.5889726244,541
hasty,1,1,hasty_T01_S01,00:17:26,1046,36.8633789755,-80.5890400987,541
hasty,1,1,hasty_T01_S01,00:17:39,1059,36.8634793907,-80.5891571939,542
hasty,1,1,hasty_T01_S01,00:17:55,1075,36.8634993397,-80.5893376563,543
hasty,1,1,hasty_T01_S01,00:18:08,1088,36.8635247368,-80.5894016102,544
hasty,1,1,hasty_T01_S01,00:18:20,1100,36.8635525648,-80.5894134287,544
hasty,1,1,hasty_T01_S01,00:18:33,1113,36.8635653891,-80.5894792266,544
hasty,1,1,hasty_T01_S01,00:18:47,1127,36.86358626,-80.5895358883,544
hasty,1,1,hasty_T01_S01,00:19:01,1141,36.8636048678,-80.589575367,545
hasty,1,1,hasty_T01_S01,00:19:12,1152,36.8636375573,-80.5896756146,545
hasty,1,1,hasty_T01_S01,00:19:28,1168,36.8636817299,-80.5897900276,546
hasty,1,1,hasty_T01_S01,00:19:42,1182,36.8637290038,-80.5897772871,546
hasty,1,1,hasty_T01_S01,00:19:55,1195,36.8637045287,-80.5898211244,546
hasty,1,1,hasty_T01_S01,00:20:07,1207,36.8636978231,-80.5898508802,546
hasty,1,1,hasty_T01_S01,00:20:37,1237,36.8637072109,-80.5899062846,546
hasty,1,1,hasty_T01_S01,00:20:53,1253,36.863759011,-80.5899805482,546
hasty,1,1,hasty_T01_S01,00:21:07,1267,36.863818774,-80.5900702346,547
hasty,1,1,hasty_T01_S01,00:21:24,1284,36.8638943788,-80.5901646987,547
hasty,1,1,hasty_T01_S01,00:21:36,1296,36.8639502861,-80.5902071949,547
hasty,1,1,hasty_T01_S01,00:21:53,1313,36.8640543055,-80.5903055985,545
hasty,1,1,hasty_T01_S01,00:22:10,1330,36.86416151,-80.5903855618,544
hasty,1,1,hasty_T01_S01,00:22:19,1339,36.8641910981,-80.5904018227,544
hasty,1,1,hasty_T01_S01,00:22:21,1341,36.8642128911,-80.5903903395,544
hasty,1,1,hasty_T01_S01,00:22:31,1351,36.8642346002,-80.5903020781,544
hasty,1,1,hasty_T01_S01,00:22:38,1358,36.8642815389,-80.5902444944,544
hasty,1,1,hasty_T01_S01,00:22:47,1367,36.8643725663,-80.5902700592,544
hasty,1,1,hasty_T01_S01,00:22:50,1370,36.864395868,-80.5902990606,544
hasty,1,1,hasty_T01_S01,00:22:53,1373,36.8643925153,-80.5903285649,544
hasty,1,1,hasty_T01_S01,00:23:09,1389,36.8643281423,-80.5903290678,544
hasty,1,1,hasty_T01_S01,00:23:31,1411,36.8643264659,-80.5904249568,544
hasty,1,1,hasty_T01_S01,00:23:45,1425,36.8642895855,-80.590498466,544
hasty,1,1,hasty_T01_S01,00:24:02,1442,36.8643590715,-80.5906269606,544
hasty,1,1,hasty_T01_S01,00:24:16,1456,36.8644412979,-80.5907290522,543
hasty,1,1,hasty_T01_S01,00:24:28,1468,36.864428306,-80.5907593947,543
hasty,1,1,hasty_T01_S01,00:24:47,1487,36.8644872308,-80.5908306409,543
hasty,1,1,hasty_T01_S01,00:25:01,1501,36.8645134661,-80.5908874702,543
hasty,1,1,hasty_T01_S01,00:25:18,1518,36.8645623326,-80.590986209,543
hasty,1,1,hasty_T01_S01,00:25:38,1538,36.8645598181,-80.5910634063,543
hasty,1,1,hasty_T01_S01,00:25:41,1541,36.8645587284,-80.5910622329,543
hasty,1,1,hasty_T01_S01,00:25:53,1553,36.8645741511,-80.5910209101,543
hasty,1,1,hasty_T01_S01,00:26:09,1569,36.8646420445,-80.5911048967,543
hasty,1,1,hasty_T01_S01,00:26:23,1583,36.8646843731,-80.5911753885,542
hasty,1,1,hasty_T01_S01,00:26:40,1600,36.8647670187,-80.5913204793,541
hasty,1,1,hasty_T01_S01,00:26:49,1609,36.8647940084,-80.5913871154,540
hasty,1,1,hasty_T01_S01,00:26:52,1612,36.8648218364,-80.5914001074,540
hasty,1,1,hasty_T01_S01,00:26:56,1616,36.8648444675,-80.5914456211,540
hasty,1,1,hasty_T01_S01,00:27:18,1638,36.8649312202,-80.5916618742,540
hasty,1,1,hasty_T01_S01,00:27:33,1653,36.8649841938,-80.5918139219,540
hasty,1,1,hasty_T01_S01,00:27:43,1663,36.8649826851,-80.5918676499,540
hasty,1,1,hasty_T01_S01,00:27:47,1667,36.8649932463,-80.591897238,540
hasty,1,1,hasty_T01_S01,00:28:00,1680,36.865019314,-80.5919695739,541
hasty,1,1,hasty_T01_S01,00:28:18,1698,36.864998024,-80.5919784587,541
hasty,1,1,hasty_T01_S01,00:28:33,1713,36.8650301266,-80.592001006,541
hasty,1,1,hasty_T01_S01,00:28:35,1715,36.8650266062,-80.5919930432,541
hasty,1,1,hasty_T01_S01,00:28:39,1719,36.8650164641,-80.591939399,541
hasty,1,1,hasty_T01_S01,00:28:45,1725,36.8649815116,-80.5918616988,541
hasty,1,1,hasty_T01_S01,00:29:01,1741,36.8649494927,-80.5918581784,539
hasty,1,1,hasty_T01_S01,00:29:12,1752,36.8650050648,-80.5918687396,540
hasty,1,1,hasty_T01_S01,00:29:16,1756,36.865013279,-80.5919186957,541
hasty,1,1,hasty_T01_S01,00:29:33,1773,36.865019314,-80.5919959769,541
hasty,1,1,hasty_T01_S01,00:29:54,1794,36.8649375904,-80.5920217093,541
hasty,1,1,hasty_T01_S01,00:30:10,1810,36.8649447151,-80.5920471065,540
hasty,1,1,hasty_T01_S01,00:30:30,1830,36.865040604,-80.5920812208,541
hasty,1,1,hasty_T01_S01,00:30:47,1847,36.8650534283,-80.5921933707,542
hasty,1,1,hasty_T01_S01,00:31:06,1866,36.8650643248,-80.5923167523,542
hasty,1,1,hasty_T01_S01,00:31:28,1888,36.8650751375,-80.5924416427,541
hasty,1,1,hasty_T01_S01,00:31:50,1910,36.8650861178,-80.5925231986,541
hasty,1,1,hasty_T01_S01,00:32:08,1928,36.8650706951,-80.592615651,540
hasty,1,1,hasty_T01_S01,00:32:29,1949,36.8650825974,-80.5926867295,540
hasty,1,1,hasty_T01_S01,00:32:49,1969,36.8650920689,-80.592700392,540
hasty,1,1,hasty_T01_S01,00:33:13,1993,36.8651217408,-80.5927537847,540
hasty,1,1,hasty_T01_S01,00:33:30,2010,36.8651505746,-80.5928054173,539
hasty,1,1,hasty_T01_S01,00:33:47,2027,36.8651605491,-80.5928544514,539
hasty,1,1,hasty_T01_S01,00:34:10,2050,36.8651484791,-80.5928899907,539
hasty,1,1,hasty_T01_S01,00:34:28,2068,36.865106402,-80.5928271264,539
hasty,1,1,hasty_T01_S01,00:34:46,2086,36.8651670869,-80.5929331575,538
hasty,1,1,hasty_T01_S01,00:35:08,2108,36.8652102537,-80.5930885579,537
hasty,1,1,hasty_T01_S01,00:35:25,2125,36.8652750459,-80.5930971913,537
hasty,1,1,hasty_T01_S01,00:35:39,2139,36.8652581144,-80.593177909,536
hasty,1,1,hasty_T01_S01,00:35:55,2155,36.8652687594,-80.5932694394,536
hasty,1,1,hasty_T01_S01,00:36:14,2174,36.8652697653,-80.5933118518,536
hasty,1,1,hasty_T01_S01,00:36:32,2192,36.8653067295,-80.5933765601,536
hasty,1,1,hasty_T01_S01,00:36:48,2208,36.8653419334,-80.5933960062,536
hasty,1,1,hasty_T01_S01,00:37:03,2223,36.8653210625,-80.5934865307,535
hasty,1,1,hasty_T01_S01,00:37:21,2241,36.8653798196,-80.5934977625,535
hasty,1,1,hasty_T01_S01,00:37:36,2256,36.8653491419,-80.5934576131,536
hasty,1,1,hasty_T01_S01,00:37:51,2271,36.8653384969,-80.5935014505,536
hasty,1,1,hasty_T01_S01,00:38:16,2296,36.8653496448,-80.593539672,535
hasty,1,1,hasty_T01_S01,00:38:34,2314,36.8653426878,-80.5936488044,535
hasty,1,1,hasty_T01_S01,00:38:51,2331,36.8653529976,-80.5937327072,535
hasty,1,1,hasty_T01_S01,00:39:12,2352,36.8653976731,-80.5937298574,535
hasty,1,1,hasty_T01_S01,00:39:25,2365,36.8654288538,-80.5936549231,535
hasty,1,1,hasty_T01_S01,00:39:51,2391,36.8654369004,-80.5936361477,535
hasty,1,1,hasty_T01_S01,00:40:07,2407,36.8653695099,-80.5937085673,535
hasty,1,1,hasty_T01_S01,00:40:27,2427,36.8653747905,-80.5937885307,535
hasty,1,1,hasty_T01_S01,00:40:43,2443,36.8654015288,-80.5938679073,535
hasty,1,1,hasty_T01_S01,00:41:05,2465,36.865393566,-80.5939611141,535
hasty,1,1,hasty_T01_S01,00:41:26,2486,36.8654017802,-80.5940821487,535
hasty,1,1,hasty_T01_S01,00:41:48,2508,36.8654049654,-80.5942227971,535
hasty,1,1,hasty_T01_S01,00:42:11,2531,36.8654301949,-80.5943197757,535
hasty,1,1,hasty_T01_S01,00:42:25,2545,36.8654670753,-80.5943656247,532
hasty,1,1,hasty_T01_S01,00:42:26,2546,36.8654679134,-80.5943714082,532
hasty,1,1,hasty_T01_S01,00:42:48,2568,36.8654483836,-80.5944606755,531
hasty,1,1,hasty_T01_S01,00:43:04,2584,36.8654562626,-80.5945286527,531
hasty,1,1,hasty_T01_S01,00:43:20,2600,36.8654730264,-80.5946547166,530
hasty,1,1,hasty_T01_S01,00:43:38,2618,36.8654630519,-80.5948669463,528
hasty,1,1,hasty_T01_S01,00:43:55,2635,36.8654493894,-80.5949896574,526
hasty,1,1,hasty_T01_S01,00:44:19,2659,36.8654166162,-80.5949766655,526
hasty,1,1,hasty_T01_S01,00:44:38,2678,36.8654474616,-80.594982449,526
hasty,1,1,hasty_T01_S01,00:45:10,2710,36.8654561788,-80.5949614104,526
hasty,1,1,hasty_T01_S01,00:45:38,2738,36.865442181,-80.5950156413,526
hasty,1,1,hasty_T01_S01,00:46:07,2767,36.8654867727,-80.5949552078,526
hasty,1,1,hasty_T01_S01,00:46:28,2788,36.8655015249,-80.5950314831,526
hasty,1,1,hasty_T01_S01,00:46:45,2805,36.8654805701,-80.5951479916,526
hasty,1,1,hasty_T01_S01,00:46:55,2815,36.8654791452,-80.595218651,526
hasty,1,1,hasty_T01_S01,00:47:04,2824,36.8654614594,-80.5952613149,524
hasty,1,1,hasty_T01_S01,00:47:21,2841,36.8654650636,-80.5954007898,523
hasty,1,1,hasty_T01_S01,00:47:41,2861,36.8654401693,-80.595557699,520
hasty,1,1,hasty_T01_S01,00:47:55,2875,36.8654363137,-80.5956575274,519
hasty,1,1,hasty_T01_S01,00:48:14,2894,36.8654104136,-80.5957990978,517
hasty,1,1,hasty_T01_S01,00:48:34,2914,36.865336569,-80.5959793925,514
hasty,1,1,hasty_T01_S01,00:48:59,2939,36.8652592041,-80.5961591844,511
hasty,1,1,hasty_T01_S01,00:49:23,2963,36.8652066495,-80.5962500442,509
hasty,1,1,hasty_T01_S01,00:49:45,2985,36.8651796598,-80.5961803906,509
hasty,1,1,hasty_T01_S01,00:50:06,3006,36.8651390914,-80.5963077955,508
hasty,1,1,hasty_T01_S01,00:50:32,3032,36.8651193101,-80.596335372,507
hasty,1,1,hasty_T01_S01,00:50:58,3058,36.8650168832,-80.5964807142,506
hasty,1,1,hasty_T01_S01,00:51:19,3079,36.8649743032,-80.5964343622,506
hasty,1,1,hasty_T01_S01,00:51:57,3117,36.864947062,-80.5964498688,506
hasty,1,1,hasty_T01_S01,00:52:32,3152,36.8649690226,-80.5964754336,506
hasty,1,1,hasty_T01_S01,00:52:55,3175,36.8650186434,-80.5965482723,506
hasty,1,1,hasty_T01_S01,00:53:19,3199,36.8649871275,-80.5965982284,505
hasty,1,1,hasty_T01_S01,00:53:38,3218,36.8649207428,-80.5966643617,505
hasty,1,1,hasty_T01_S01,00:54:06,3246,36.8648692779,-80.5967321713,504
hasty,1,1,hasty_T01_S01,00:54:31,3271,36.8649374228,-80.5967071094,505
hasty,1,1,hasty_T01_S01,00:54:50,3290,36.8648819346,-80.5967636872,505
hasty,1,1,hasty_T01_S01,00:55:15,3315,36.8648121972,-80.5968968756,505
hasty,1,1,hasty_T01_S01,00:55:40,3340,36.8647862133,-80.5969429761,505
hasty,1,1,hasty_T01_S01,00:56:09,3369,36.8647977803,-80.5969523638,505
hasty,1,1,hasty_T01_S01,00:56:34,3394,36.8647595588,-80.5970273819,505
hasty,1,1,hasty_T01_S01,00:56:57,3417,36.8647147156,-80.5971080996,505
hasty,1,1,hasty_T01_S01,00:57:25,3445,36.8646834511,-80.5971270427,505
hasty,1,1,hasty_T01_S01,00:57:49,3469,36.8647873867,-80.5971896555,505
hasty,1,1,hasty_T01_S01,00:58:09,3489,36.8647458963,-80.5972010549,505
hasty,1,1,hasty_T01_S01,00:58:32,3512,36.8646763265,-80.5972012226,505
hasty,1,1,hasty_T01_S01,00:58:51,3531,36.8646544497,-80.5972276255,505
hasty,1,1,hasty_T01_S01,00:59:19,3559,36.8646314833,-80.5972419586,505
hasty,1,1,hasty_T01_S01,00:59:44,3584,36.8646245264,-80.5972376838,505
hasty,1,1,hasty_T01_S01,01:00:12,3612,36.8646044936,-80.5972595606,505
hasty,1,1,hasty_T01_S01,01:00:37,3637,36.8646060023,-80.5972406175,505
hasty,1,1,hasty_T01_S01,01:01:01,3661,36.8646884803,-80.5973378476,505
hasty,1,1,hasty_T01_S01,01:01:27,3687,36.8647292163,-80.5973215029,505
hasty,1,1,hasty_T01_S01,01:01:56,3716,36.8646681961,-80.5973556172,505
hasty,1,1,hasty_T01_S01,01:02:26,3746,36.8646235205,-80.5972655118,505
hasty,1,1,hasty_T01_S01,01:02:48,3768,36.8645455688,-80.5973619875,505
hasty,1,1,hasty_T01_S01,01:03:12,3792,36.8644999713,-80.5974765681,505
hasty,1,1,hasty_T01_S01,01:03:37,3817,36.8644892424,-80.5976157915,504
hasty,1,1,hasty_T01_S01,01:03:41,3821,36.8644910026,-80.5976218265,502
hasty,1,1,hasty_T01_S01,01:04:06,3846,36.8644920923,-80.5976482295,501
hasty,1,1,hasty_T01_S01,01:04:31,3871,36.8644637614,-80.5976443738,501
hasty,1,1,hasty_T01_S01,01:04:52,3892,36.8644421361,-80.5977273546,501
hasty,1,1,hasty_T01_S01,01:05:11,3911,36.8644503504,-80.5977431964,500
hasty,1,1,hasty_T01_S01,01:05:32,3932,36.8643936887,-80.5978913885,500
hasty,1,1,hasty_T01_S01,01:05:51,3951,36.8643160723,-80.5979739502,500
hasty,1,1,hasty_T01_S01,01:06:15,3975,36.8642619252,-80.5980883632,500
hasty,1,1,hasty_T01_S01,01:06:35,3995,36.8642230332,-80.5981839169,500
hasty,1,1,hasty_T01_S01,01:06:52,4012,36.8641661201,-80.5983010959,500
hasty,1,1,hasty_T01_S01,01:07:06,4026,36.864136029,-80.5983905308,499
hasty,1,1,hasty_T01_S01,01:07:27,4047,36.8640633579,-80.5984659679,499
hasty,1,1,hasty_T01_S01,01:07:50,4070,36.8639326002,-80.5985646229,499
hasty,1,1,hasty_T01_S01,01:08:13,4093,36.863856744,-80.5985818896,499
hasty,1,1,hasty_T01_S01,01:08:35,4115,36.8637435045,-80.5986320972,499
hasty,1,1,hasty_T01_S01,01:09:03,4143,36.8635775428,-80.598756317,499
hasty,1,1,hasty_T01_S01,01:09:26,4166,36.8635034468,-80.598711893,499
hasty,1,1,hasty_T01_S01,01:09:51,4191,36.8633183744,-80.5986773595,499
hasty,1,1,hasty_T01_S01,01:10:18,4218,36.8631576933,-80.5986968055,499
hasty,1,1,hasty_T01_S01,01:10:43,4243,36.8630927335,-80.5987478513,499
hasty,1,1,hasty_T01_S01,01:11:04,4264,36.8629946653,-80.5988411419,499
hasty,1,1,hasty_T01_S01,01:11:20,4280,36.8629443739,-80.5988974683,499
hasty,1,1,hasty_T01_S01,01:11:40,4300,36.8628594652,-80.5989402998,499
hasty,1,1,hasty_T01_S01,01:12:02,4322,36.8628325593,-80.5989187583,499
hasty,1,1,hasty_T01_S01,01:12:23,4343,36.8627934996,-80.5989469215,499
hasty,1,1,hasty_T01_S01,01:12:44,4364,36.8627037294,-80.598966619,499
hasty,1,1,hasty_T01_S01,01:13:02,4382,36.8625992909,-80.5990512762,499
hasty,1,1,hasty_T01_S01,01:13:21,4401,36.8625722174,-80.5991830397,499
hasty,1,1,hasty_T01_S01,01:13:42,4422,36.8625806831,-80.5992217641,499
hasty,1,1,hasty_T01_S01,01:14:07,4447,36.8625456467,-80.5991957802,499
hasty,1,1,hasty_T01_S01,01:14:29,4469,36.8624312337,-80.5992145557,499
hasty,1,1,hasty_T01_S01,01:14:44,4484,36.8624319043,-80.5992901605,499
hasty,1,1,hasty_T01_S01,01:15:02,4502,36.8624028191,-80.5992708821,499
hasty,1,1,hasty_T01_S01,01:15:21,4521,36.8623576406,-80.599346403,499
hasty,1,1,hasty_T01_S01,01:15:39,4539,36.8623034097,-80.5993618257,499
hasty,1,1,hasty_T01_S01,01:15:55,4555,36.8622471672,-80.5993816908,499
hasty,1,1,hasty_T01_S01,01:16:15,4575,36.8622118793,-80.5993216764,499
hasty,1,1,hasty_T01_S01,01:16:30,4590,36.8621807825,-80.5993484147,499
hasty,1,1,hasty_T01_S01,01:16:43,4603,36.8621618394,-80.599367274,499
hasty,1,1,hasty_T01_S01,01:16:53,4613,36.8621770106,-80.5992960278,499
hasty,1,1,hasty_T01_S01,01:17:14,4634,36.8622045033,-80.5992715526,499
hasty,1,1,hasty_T01_S01,01:17:15,4635,36.8622040842,-80.5992878973,499
hasty,1,1,hasty_T01_S01,01:17:22,4642,36.8621883262,-80.599389486,499
hasty,1,1,hasty_T01_S01,01:17:24,4644,36.8621868175,-80.5994182359,499
hasty,1,1,hasty_T01_S01,01:17:34,4654,36.8621764239,-80.5995520949,499
hasty,1,1,hasty_T01_S01,01:17:37,4657,36.862178687,-80.5995882209,499
hasty,1,1,hasty_T01_S01,01:17:39,4659,36.8621724006,-80.5996205751,499
hasty,1,1,hasty_T01_S01,01:17:41,4661,36.8621665332,-80.5996447988,500
hasty,1,1,hasty_T01_S01,01:17:55,4675,36.862094868,-80.5997142848,500
hasty,1,1,hasty_T01_S01,01:17:58,4678,36.862072153,-80.5997333117,501
hasty,1,1,hasty_T01_S01,01:18:14,4694,36.8621241208,-80.5998343136,502
hasty,1,1,hasty_T01_S01,01:18:30,4710,36.8621318322,-80.5998303741,502
hasty,1,1,hasty_T01_S01,01:18:46,4726,36.8621248752,-80.5998363253,502
hasty,1,1,hasty_T01_S01,01:19:06,4746,36.8621419743,-80.5997803342,502
hasty,1,1,hasty_T01_S01,01:19:23,4763,36.8621060159,-80.599784106,502
hasty,1,1,hasty_T01_S01,01:19:29,4769,36.8620874919,-80.5997950025,502
hasty,1,1,hasty_T01_S01,01:19:35,4775,36.8620342668,-80.5997691862,502
hasty,1,1,hasty_T01_S01,01:19:40,4780,36.8619711511,-80.5997666717,502
hasty,1,1,hasty_T01_S01,01:19:54,4794,36.8618083745,-80.599735491,502
hasty,1,1,hasty_T01_S01,01:20:10,4810,36.861796556,-80.5997807533,501
hasty,1,1,hasty_T01_S01,01:20:28,4828,36.8617845699,-80.5997799151,503
hasty,1,1,hasty_T01_S01,01:21:00,4860,36.8617799599,-80.5998118501,504
hasty,1,1,hasty_T01_S01,01:21:33,4893,36.8617776968,-80.5998364929,505
hasty,1,1,hasty_T01_S01,01:22:02,4922,36.861792868,-80.5998822581,504
hasty,1,1,hasty_T01_S01,01:22:21,4941,36.8618455902,-80.5998121854,502
hasty,1,1,hasty_T01_S01,01:22:28,4948,36.8619547226,-80.5997887161,502
hasty,1,1,hasty_T01_S01,01:22:47,4967,36.8621737417,-80.5996097624,500
hasty,1,1,hasty_T01_S01,01:22:48,4968,36.862182878,-80.5995967705,500
hasty,1,1,hasty_T01_S01,01:23:06,4986,36.862199977,-80.5992922559,499
hasty,1,1,hasty_T01_S01,01:23:23,5003,36.8622094486,-80.5992312357,499
hasty,1,1,hasty_T01_S01,01:23:43,5023,36.8621454109,-80.5991933495,499
hasty,1,1,hasty_T01_S01,01:24:00,5040,36.8621033337,-80.5991759989,499
hasty,1,1,hasty_T01_S01,01:24:16,5056,36.8620936945,-80.5991046689,499
hasty,1,1,hasty_T01_S01,01:24:30,5070,36.8620164972,-80.5990947783,499
hasty,1,1,hasty_T01_S01,01:24:51,5091,36.861967044,-80.5990549643,499
hasty,1,1,hasty_T01_S01,01:25:15,5115,36.86195313,-80.5989625119,499
hasty,1,1,hasty_T01_S01,01:25:33,5133,36.8618917745,-80.598935103,499
hasty,1,1,hasty_T01_S01,01:25:55,5155,36.8618273176,-80.5989240389,499
hasty,1,1,hasty_T01_S01,01:26:21,5181,36.8617600109,-80.5988915171,499
hasty,1,1,hasty_T01_S01,01:26:43,5203,36.8616885971,-80.598880453,499
hasty,1,1,hasty_T01_S01,01:27:02,5222,36.8616610207,-80.5987760145,499
hasty,1,1,hasty_T01_S01,01:27:28,5248,36.8616688158,-80.5987078696,499
hasty,1,1,hasty_T01_S01,01:27:47,5267,36.8616311811,-80.5986532196,499
hasty,1,1,hasty_T01_S01,01:28:14,5294,36.8615893554,-80.5986285768,499
hasty,1,1,hasty_T01_S01,01:28:34,5314,36.8615431711,-80.5985943787,499
hasty,1,1,hasty_T01_S01,01:28:58,5338,36.8614761159,-80.5985627789,499
hasty,1,1,hasty_T01_S01,01:29:25,5365,36.8614057079,-80.5985761061,499
hasty,1,1,hasty_T01_S01,01:29:47,5387,36.8613803945,-80.5986142438,499
hasty,1,1,hasty_T01_S01,01:30:10,5410,36.8613389879,-80.5985745974,499
hasty,1,1,hasty_T01_S01,01:30:36,5436,36.8612314481,-80.59856412,499
hasty,1,1,hasty_T01_S01,01:31:00,5460,36.8611597829,-80.5985301733,499
hasty,1,1,hasty_T01_S01,01:31:25,5485,36.8611183763,-80.5985548161,499
hasty,1,1,hasty_T01_S01,01:31:52,5512,36.8610674981,-80.5986059457,499
hasty,1,1,hasty_T01_S01,01:32:18,5538,36.8609993532,-80.5985851586,499
hasty,1,1,hasty_T01_S01,01:32:42,5562,36.8609547615,-80.5984615255,499
hasty,1,1,hasty_T01_S01,01:33:04,5584,36.8608754687,-80.5983685702,499
hasty,1,1,hasty_T01_S01,01:33:31,5611,36.8608355708,-80.5983143393,499
hasty,1,1,hasty_T01_S01,01:33:52,5632,36.8607989419,-80.5982090626,499
hasty,1,1,hasty_T01_S01,01:34:15,5655,36.860726187,-80.5981025286,499
hasty,1,1,hasty_T01_S01,01:34:39,5679,36.8606936652,-80.5979700945,499
hasty,1,1,hasty_T01_S01,01:35:01,5701,36.8606582936,-80.5978441983,499
hasty,1,1,hasty_T01_S01,01:35:25,5725,36.8606443796,-80.5977883749,499
hasty,1,1,hasty_T01_S01,01:35:46,5746,36.8605768215,-80.5977346469,499
hasty,1,1,hasty_T01_S01,01:36:12,5772,36.8605511729,-80.5977708567,499
hasty,1,1,hasty_T01_S01,01:36:37,5797,36.8605021387,-80.5977252591,499
hasty,1,1,hasty_T01_S01,01:37:03,5823,36.8604669347,-80.5976732913,499
hasty,1,1,hasty_T01_S01,01:37:31,5851,36.86040801,-80.597663736,499
hasty,1,1,hasty_T01_S01,01:38:00,5880,36.8603776675,-80.5976193957,499
hasty,1,1,hasty_T01_S01,01:38:24,5904,36.8603526056,-80.5975789949,499
hasty,1,1,hasty_T01_S01,01:38:51,5931,36.8603144679,-80.5974753108,499
hasty,1,1,hasty_T01_S01,01:39:15,5955,36.8603211734,-80.5974178109,499
hasty,1,1,hasty_T01_S01,01:39:40,5980,36.8602959439,-80.5973681062,499
hasty,1,1,hasty_T01_S01,01:39:58,5998,36.8602351751,-80.5973871332,499
hasty,1,1,hasty_T01_S01,01:40:22,6022,36.8602925073,-80.5973816849,499
hasty,1,1,hasty_T01_S01,01:40:47,6047,36.8603381049,-80.5974267796,499
